category,rank,name,country,points,movement,profile
Men's Singles,1,Shi Yuqi,China,105305,,https://m.aiscore.com/badminton/player-shi-yuqi/jek33vc884dsdko
Men's Singles,2,Kunlavut Vitidsarn,Thailand,92565,,https://m.aiscore.com/badminton/player-kunlavut-vitidsarn/g6763zc5p0dbp7r
Men's Singles,3,Anders Antonsen,Denmark,91155,,https://m.aiscore.com/badminton/player-anders-antonsen/o17pj3co4yla27j
Men's Singles,4,Jonatan Christie,Indonesia,88431,,https://m.aiscore.com/badminton/player-jonatan-christie/34kgm3cool0c8ko
Men's Singles,5,Christo Popov,France,84682,,https://m.aiscore.com/badminton/player-christo-popov/oj7x9jcxz01cr7g
Men's Singles,6,Chou Tien-chen,Chinese Taipei,80280,,https://m.aiscore.com/badminton/player-chou-tien-chen/ndkz69c33glceq3
Men's Singles,7,Alex Lanier,France,74525,,https://m.aiscore.com/badminton/player-alex-lanier/jr7owrcp3yvi3q0
Men's Singles,8,Li Shifeng,China,73083,,https://m.aiscore.com/badminton/player-li-shifeng/ndkz69c3lmpaeq3
Men's Singles,9,Victor Lai,Canada,71865,,https://m.aiscore.com/badminton/player-victor-lai/ezk96jcw4zpswkn
Men's Singles,10,Alwi Farhan,Indonesia,68409,,https://m.aiscore.com/badminton/player-alwi-farhan/o07dn3cp54ea9kn
Men's Singles,11,Kodai Naraoka,Japan,68020,,https://m.aiscore.com/badminton/player-kodai-naraoka/zrkn68c41evinql
Men's Singles,12,Lin Chun-yi,Chinese Taipei,66594,,https://m.aiscore.com/badminton/player-lin-chun-yi/j374oxc0wr6brqo
Men's Singles,13,Loh Kean Yew,Singapore,65700,,https://m.aiscore.com/badminton/player-loh-kean-yew/jr7owrcpp56t3q0
Men's Singles,14,Lakshya Sen,India,65213,,https://m.aiscore.com/badminton/player-lakshya-sen/wv78x6cvwewsnkr
Men's Singles,15,Weng Hongyang,China,59341,,https://m.aiscore.com/badminton/player-weng-hongyang/34kgm3cox83u8ko
Men's Singles,16,Toma Junior Popov,France,58597,,https://m.aiscore.com/badminton/player-toma-junior-popov/9gklz8c1nj9t17x
Men's Singles,17,Koki Watanabe,Japan,57920,,https://m.aiscore.com/badminton/player-koki-watanabe/l6keg3c8r63ug75
Men's Singles,18,Panitchaphon Teeraratsakul,Thailand,56485,,https://m.aiscore.com/badminton/player-panitchaphon-teeraratsakul/ezk96jcw1zgiwkn
Men's Singles,19,Yu Jen Chi,Chinese Taipei,55487,,https://m.aiscore.com/badminton/player-yu-jen-chi/vmqy98cvyzyc4k9
Men's Singles,20,Kenta Nishimoto,Japan,50109,,https://m.aiscore.com/badminton/player-kenta-nishimoto/m2q156czz8wfm76
Men's Singles,21,Lee Cheuk-yiu,"Hong Kong, China",49253,,https://m.aiscore.com/badminton/player-lee-cheuk-yiu/vmqy98cvyj8f4k9
Men's Singles,22,Yushi Tanaka,Japan,48705,,https://m.aiscore.com/badminton/player-yushi-tanaka/69759nc93y5fnk2
Men's Singles,23,Yudai Okimoto,Japan,47344,,https://m.aiscore.com/badminton/player-yudai-okimoto/m2q156cvd5dhm76
Men's Singles,24,Ayush Shetty,India,47059,,https://m.aiscore.com/badminton/player-ayush-shetty/jr7owrcex1zh3q0
Men's Singles,25,Nhat Nguyen,Ireland,46121,,https://m.aiscore.com/badminton/player-nhat-nguyen/o17pj3coedya27j
Men's Singles,26,Angus Ng Ka Long,"Hong Kong, China",45119,,https://m.aiscore.com/badminton/player-angus-ng-ka-long/527r3dc44l4t87e
Men's Singles,27,Moh. Zaki Ubaidillah,Indonesia,44191,,https://m.aiscore.com/badminton/player-moh-zaki-ubaidillah/dqml6cxx1gocgkv
Men's Singles,28,Rasmus Gemke,Denmark,43634,,https://m.aiscore.com/badminton/player-rasmus-gemke/o17pj3copwpa27j
Men's Singles,29,Jia Heng Jason Teh,Singapore,43408,,https://m.aiscore.com/badminton/player-jia-heng-jason-teh/jr7owrcpnrpt3q0
Men's Singles,30,Leong Jun Hao,Malaysia,43269,,https://m.aiscore.com/badminton/player-leong-jun-hao/jr7owrcpz03s3q0
Men's Singles,31,Lu Guangzu,China,43240,,https://m.aiscore.com/badminton/player-lu-guangzu/vrqwnzc40gzsdqn
Men's Singles,32,Lee Chia-hao,Chinese Taipei,42902,,https://m.aiscore.com/badminton/player-lee-chia-hao/wv78x6cv13yfnkr
Men's Singles,33,Wang Tzu-wei,Chinese Taipei,40749,,https://m.aiscore.com/badminton/player-wang-tzu-wei/o17pj3cooo4s27j
Men's Singles,34,Arnaud Merkle,France,40714,,https://m.aiscore.com/badminton/player-arnaud-merkle/527r3dc4mwwu87e
Men's Singles,35,Kidambi Srikanth,India,40675,,https://m.aiscore.com/badminton/player-kidambi-srikanth/m2q156czzw5bm76
Men's Singles,36,Haseena Sunil Prannoy,India,40104,,https://m.aiscore.com/badminton/player-haseena-sunil-prannoy/j374oxc0038crqo
Men's Singles,37,Wang Zhengxing,China,39931,,https://m.aiscore.com/badminton/player-wang-zhengxing/vrqwnzcpz1wbdqn
Men's Singles,38,Brian Yang,Canada,39485,,https://m.aiscore.com/badminton/player-brian-yang/m2q156czwgrbm76
Men's Singles,39,Jeon Hyeok Jin,South Korea,39200,,https://m.aiscore.com/badminton/player-jeon-hyeok-jin/zrkn68c41mlhnql
Men's Singles,40,Jason Gunawan,"Hong Kong, China",38630,,https://m.aiscore.com/badminton/player-jason-gunawan/edq09gc134ni4qx
Men's Singles,41,Li Yang Su,Chinese Taipei,38288,,https://m.aiscore.com/badminton/player-li-yang-su/ndqml6cw82ycgkv
Men's Singles,42,Hu Zhean,China,36896,,https://m.aiscore.com/badminton/player-hu-zhean/vkjozc99j58fx79
Men's Singles,43,Magnus Johannesen,Denmark,36452,,https://m.aiscore.com/badminton/player-magnus-johannesen/zrkn68c4d3zbnql
Men's Singles,44,Prahdiska Bagas Shujiwo,Indonesia,36423,,https://m.aiscore.com/badminton/player-prahdiska-bagas-shujiwo/527r3dcddppb87e
Men's Singles,45,Wang Po-Wei,Chinese Taipei,35960,,https://m.aiscore.com/badminton/player-wang-po-wei/o17pj3cgr0rt27j
Men's Singles,46,Anthony Sinisuka Ginting,Indonesia,34759,,https://m.aiscore.com/badminton/player-anthony-sinisuka-ginting/63kv9jcggprsp7e
Men's Singles,47,Julien Carraggi,Belgium,34069,,https://m.aiscore.com/badminton/player-julien-carraggi/zrkn68c42z6inql
Men's Singles,48,Muhamad Yusuf,Indonesia,33660,,https://m.aiscore.com/badminton/player-muhamad-yusuf/lk2d9cg5mlds373
Men's Singles,49,Dong Tian Yao,China,33660,,https://m.aiscore.com/badminton/player-dong-tian-yao/ndkz69cpo0wheq3
Men's Singles,50,Minoru Koga,Japan,33570,,https://m.aiscore.com/badminton/player-minoru-koga/l6keg3c8mjmbg75
Men's Singles,51,Justin Hoh,Malaysia,33152,,https://m.aiscore.com/badminton/player-justin-hoh/zrkn68c12ovtnql
Men's Singles,52,Kiran George,India,31270,,https://m.aiscore.com/badminton/player-kiran-george/m2q156cz9mvcm76
Men's Singles,53,Tharun Mannepalli,India,31126,,https://m.aiscore.com/badminton/player-tharun-mannepalli/g6763zc9zgdsp7r
Men's Singles,54,Lee Zii Jia,Malaysia,30805,,https://m.aiscore.com/badminton/player-lee-zii-jia/edq09gclg33a4qx
Men's Singles,55,Daniil Dubovenko,Israel,30493,,https://m.aiscore.com/badminton/player-daniil-dubovenko/ndqml6cyve2ugkv
Men's Singles,56,Wang Yu-Kai,Chinese Taipei,30420,,https://m.aiscore.com/badminton/player-wang-yu-kai/9759nc33wv5hnk2
Men's Singles,57,Riki Takei,Japan,30360,,https://m.aiscore.com/badminton/player-riki-takei/m2q156clyrlam76
Men's Singles,58,Kalle Koljonen,Finland,30310,,https://m.aiscore.com/badminton/player-kalle-koljonen/527r3dc4486b87e
Men's Singles,59,Aria Dinata,Croatia,29599,,https://m.aiscore.com/badminton/player-aria-dinata/o17pj3c431lf27j
Men's Singles,60,Harry Huang,England,29014,,https://m.aiscore.com/badminton/player-harry-huang/69759ncgzr0ink2
Men's Singles,61,Kantaphon Wangcharoen,Thailand,28388,,https://m.aiscore.com/badminton/player-kantaphon-wangcharoen/527r3dc43p3f87e
Men's Singles,62,Jonathan Matias,Brazil,28387,,https://m.aiscore.com/badminton/player-jonathan-matias/zrkn68c4ex0anql
Men's Singles,63,Mithun Manjunath,India,27770,,https://m.aiscore.com/badminton/player-mithun-manjunath/edq09gclgn9u4qx
Men's Singles,64,Liao Jhuo-Fu,Chinese Taipei,27620,,https://m.aiscore.com/badminton/player-liao-jhuo-fu/xvkjozc1dgecx79
Men's Singles,65,Zhu Xuan Chen,China,27555,,https://m.aiscore.com/badminton/player-zhu-xuan-chen/527r3dcdyzos87e
